,carat,cut,color,clarity,depth,table,price,x,y,z,CutBin
12043,0.4,Good,I,SI1,63.2,54,596,4.67,4.69,2.96,A
12044,0.34,Ideal,G,VS2,62.1,55,596,4.46,4.49,2.78,A
12045,0.4,Good,G,SI2,63.4,59,596,4.64,4.66,2.95,A
12046,0.34,Premium,H,VS1,62.2,58,596,4.43,4.48,2.77,B
12047,0.34,Good,E,SI1,63.3,56,596,4.41,4.44,2.8,A
12048,0.34,Very Good,E,SI1,59,60,596,4.56,4.62,2.71,B
12049,0.34,Ideal,G,VS2,62,54,596,4.47,4.5,2.78,A
12050,0.4,Ideal,I,SI1,61.6,56,596,4.68,4.74,2.9,A
12051,0.34,Good,I,VVS2,63.1,56,596,4.43,4.47,2.81,A
12052,0.34,Ideal,H,VS1,62.3,55,596,4.45,4.48,2.78,A
12053,0.34,Premium,H,VS1,62.1,58,596,4.46,4.49,2.78,B
12054,0.34,Premium,G,VS2,61.6,58,596,4.45,4.51,2.76,B
12055,0.34,Very Good,G,VS2,60.3,54,596,4.53,4.56,2.74,B
12056,0.34,Premium,I,VVS2,61.5,60,596,4.45,4.49,2.75,B
12057,0.26,Very Good,F,VVS2,60,59,597,4.11,4.15,2.48,B
12058,0.26,Very Good,F,VVS2,63.2,54,597,4.05,4.08,2.57,B
12059,0.26,Very Good,F,VVS2,59.9,59,597,4.12,4.2,2.49,B
12060,0.26,Very Good,E,VVS2,63,58,597,4.08,4.11,2.58,B
12061,0.73,Ideal,F,VVS1,61.4,56,5154,5.8,5.81,3.56,A
12062,1.01,Ideal,F,SI2,62.4,54,5154,6.41,6.44,4.01,A
12063,1.01,Ideal,F,SI2,61.7,56,5154,6.43,6.47,3.98,A
12064,1.08,Ideal,H,SI1,59.7,60,5154,6.71,6.69,4,A
12065,1.04,Premium,D,SI2,59.8,58,5154,6.61,6.56,3.94,B
12066,1.04,Premium,H,SI1,61.6,58,5154,6.53,6.48,4.01,B
12067,1,Premium,G,SI1,61.9,62,5154,6.22,6.18,3.84,B
12068,1.2,Premium,G,SI1,62.2,58,5154,6.8,6.7,4.2,B
12069,1.08,Very Good,H,VS2,62.2,57,5155,6.5,6.55,4.06,B
12070,1.02,Very Good,F,SI1,60.7,59,5155,6.49,6.55,3.96,B
12071,0.94,Ideal,D,SI2,62.2,56,5155,6.24,6.27,3.89,A
12072,1.25,Premium,J,VS1,60.9,59,5156,6.9,6.92,4.21,B
12073,1.05,Ideal,D,SI2,62.1,56,5156,6.48,6.54,4.04,A
12074,1.37,Premium,J,SI2,60.7,60,5156,7.19,7.07,4.33,B
12075,1.62,Premium,J,SI2,61.8,59,5157,7.48,7.44,4.61,B
12076,1.01,Ideal,H,SI1,61.8,54,5158,6.48,6.44,3.99,A
12077,1.09,Ideal,I,VS2,62,57,5158,6.64,6.58,4.1,A
12078,1.23,Ideal,J,SI2,62.4,58,5158,6.79,6.86,4.26,A
12079,1.29,Ideal,D,I1,61.3,56,5158,7.05,6.99,4.3,A
12080,0.94,Ideal,F,SI2,60.6,54,5159,6.39,6.34,3.86,A
12081,1.06,Ideal,D,SI2,62.3,55,5159,6.5,6.54,4.06,A
12082,1.06,Ideal,G,SI1,62,56,5159,6.52,6.55,4.05,A
12083,1.22,Very Good,J,VS2,60.8,56,5160,6.95,6.91,4.21,B
12084,0.9,Very Good,F,VS2,62.7,58,5160,6.12,6.19,3.86,B
12085,0.9,Ideal,F,VS2,62.3,57,5160,6.18,6.21,3.86,A
12086,1,Fair,G,VS2,64.5,58,5161,6.26,6.2,4.02,A
12087,1.44,Premium,E,I1,61.1,62,5161,7.23,7.15,4.39,B
12088,1.05,Premium,H,SI1,59.3,58,5161,6.65,6.61,3.93,B
12089,1.28,Premium,H,SI2,62.5,62,5161,6.89,6.84,4.3,B
12090,1.23,Ideal,F,SI2,61.9,56,5163,6.89,6.93,4.28,A
12091,1.06,Very Good,G,SI1,63.4,58,5163,6.44,6.47,4.09,B
12092,1.17,Very Good,E,SI2,62.5,59,5163,6.65,6.7,4.17,B
12093,1.18,Ideal,I,SI2,61.9,54,5163,6.77,6.84,4.21,A
12094,1.04,Ideal,E,SI2,61.6,55,5163,6.51,6.54,4.02,A
12095,1.09,Ideal,D,SI2,62.1,56,5164,6.56,6.59,4.08,A
12096,1.09,Premium,D,SI2,61.2,60,5164,6.6,6.64,4.05,B
12097,1.08,Ideal,F,SI2,61.3,55,5164,6.59,6.62,4.05,A
12098,1.13,Ideal,G,SI2,62.9,54,5164,6.72,6.67,4.21,A
12099,1.16,Premium,F,SI2,62.1,59,5164,6.76,6.71,4.18,B
12100,1.16,Premium,F,SI2,62.4,59,5164,6.72,6.64,4.17,B
12101,1.01,Very Good,I,VS1,61.7,59,5165,6.45,6.51,4,B
12102,1.09,Very Good,E,SI2,62.2,58,5165,6.54,6.61,4.09,B
12103,1.13,Ideal,I,VS2,62.2,55,5165,6.69,6.67,4.15,A
12104,1.22,Premium,I,SI2,62.9,56,5165,6.84,6.79,4.29,B
12105,1.1,Premium,D,SI1,60.4,59,5166,6.66,6.69,4.03,B
12106,1.01,Premium,H,VS2,59.1,58,5166,6.58,6.59,3.89,B
12107,1.01,Ideal,H,VS2,62.7,56,5166,6.35,6.4,4,A
12108,1.01,Good,H,VS2,63.1,59,5166,6.3,6.34,3.99,A
12109,1.01,Premium,H,VS2,61.6,59,5166,6.45,6.47,3.98,B
12110,1.01,Premium,H,VS2,61.6,59,5166,6.39,6.41,3.94,B
12111,1.01,Premium,H,VS2,61.3,59,5166,6.41,6.45,3.94,B
12112,1.01,Very Good,D,SI2,64,56,5166,6.3,6.38,4.06,B
12113,1.01,Ideal,G,SI1,62.2,55,5166,6.44,6.46,4.01,A
12114,1.25,Premium,J,SI1,62,58,5166,6.9,6.88,4.27,B
12115,1.25,Premium,I,SI2,60.5,58,5166,7,6.96,4.22,B
12116,1.05,Premium,H,VS2,62.3,57,5166,6.49,6.45,4.03,B
12117,0.9,Very Good,F,VS1,61.5,55,5167,6.25,6.28,3.85,B
12118,1.07,Ideal,I,VS2,60.6,59,5167,6.64,6.62,4.02,A
12119,1.09,Good,F,SI2,60.8,61.4,5167,6.59,6.64,4.02,A
12120,0.91,Premium,G,VVS2,61.8,58,5167,6.24,6.16,3.83,B
12121,0.91,Premium,D,VS2,62,58,5167,6.2,6.15,3.83,B
12122,1.35,Premium,G,SI2,60.5,60,5167,7.16,7.11,4.32,B
12123,0.91,Premium,E,VS1,61.9,59,5167,6.23,6.17,3.84,B
12124,1.18,Good,D,SI2,60.7,63,5168,6.77,6.81,4.12,A
12125,1,Very Good,D,VS2,63.4,59,5169,6.35,6.3,4.01,B
12126,1.02,Premium,G,SI1,61.7,58,5169,6.47,6.37,3.96,B
12127,1.3,Ideal,G,SI2,61.9,57,5169,7.01,6.95,4.32,A
12128,1,Premium,H,VS1,61.8,61,5169,6.4,6.31,3.93,B
12129,1.25,Premium,J,VS2,62,59,5170,6.87,6.9,4.27,B
12130,1.57,Ideal,H,I1,62.8,56,5170,7.42,7.36,4.64,A
12131,0.93,Ideal,H,VS1,61.8,57,5171,6.23,6.27,3.86,A
12132,1.08,Fair,H,VVS2,55.9,63,5171,6.9,6.8,3.83,A
12133,1.08,Premium,H,SI1,62.6,58,5171,6.56,6.53,4.1,B
12134,1.02,Premium,H,VS2,61.9,57,5171,6.5,6.4,3.99,B
12135,1.16,Ideal,G,SI2,61.6,55,5171,6.8,6.78,4.18,A
12136,1.01,Very Good,H,SI1,63,57,5172,6.34,6.36,4,B
12137,1.08,Ideal,I,VS2,61.9,57,5172,6.54,6.61,4.07,A
12138,1.26,Premium,J,VS2,62,60,5173,7,6.86,4.3,B
12139,1.2,Very Good,D,SI2,63.2,60,5174,6.65,6.54,4.17,B
12140,1,Very Good,E,SI1,63.5,61,5174,6.33,6.24,3.99,B
12141,1.2,Premium,H,SI2,62.4,61,5174,6.81,6.78,4.24,B
12142,1.2,Ideal,I,SI1,62.1,55,5174,6.83,6.79,4.23,A
12143,1.01,Very Good,F,SI1,62.7,57,5174,6.32,6.38,3.98,B
12144,1.01,Very Good,F,SI1,61,57,5174,6.44,6.54,3.96,B
12145,1.2,Ideal,I,SI1,62.2,56,5174,6.75,6.73,4.19,A
12146,1.14,Ideal,J,SI1,61.5,56,5174,6.7,6.74,4.13,A
12147,1,Good,E,SI1,63.7,60,5174,6.29,6.24,3.99,A
12148,1,Good,D,VS2,62.1,64,5174,6.38,6.35,3.95,A
12149,1,Premium,D,VS2,62.9,57,5174,6.37,6.32,3.99,B
12150,1.2,Premium,H,VVS2,60,60,5174,6.86,6.78,4.09,B
12151,1,Premium,E,SI1,61.1,60,5174,6.47,6.42,3.94,B
12152,1.1,Ideal,E,SI2,61.6,56,5174,6.64,6.61,4.08,A
12153,1.1,Premium,E,SI2,61.7,59,5174,6.64,6.59,4.08,B
12154,1.23,Ideal,I,SI2,62.1,56,5175,6.84,6.88,4.26,A
12155,1.3,Good,J,VS2,63.6,59,5175,6.87,6.9,4.38,A
12156,1,Very Good,E,SI1,63.1,59,5175,6.34,6.4,4.02,B
12157,1.31,Premium,E,SI2,61.2,60,5176,7.02,6.93,4.27,B
12158,0.91,Ideal,F,SI1,62,55,5176,6.21,6.24,3.86,A
12159,1.3,Premium,J,SI1,61.5,58,5176,7.02,6.97,4.3,B
12160,1.08,Ideal,D,SI2,59.1,60,5177,6.7,6.76,3.98,A
12161,1.07,Premium,G,VS2,59.8,58,5177,6.67,6.63,3.98,B
12162,1.12,Ideal,H,SI2,62.4,54,5178,6.65,6.68,4.16,A
12163,1.11,Fair,H,SI1,65.7,61,5178,6.42,6.39,4.21,A
12164,1.13,Very Good,H,SI2,62,58,5179,6.67,6.71,4.15,B
12165,1.13,Premium,E,SI1,60.8,58,5179,6.77,6.71,4.1,B
12166,1.04,Premium,H,SI1,60.7,58,5179,6.55,6.53,3.97,B
12167,1.03,Ideal,I,VS1,61.3,53,5181,6.54,6.57,4.01,A
12168,1.23,Ideal,J,SI1,61.3,54,5181,6.92,6.97,4.26,A
12169,1.18,Premium,E,SI2,62.5,60,5181,6.74,6.7,4.2,B
12170,1.12,Premium,G,SI1,59.5,62,5181,6.81,6.76,4.04,B
12171,1.69,Very Good,J,I1,60.2,61,5182,7.7,7.79,4.66,B
12172,1.18,Ideal,J,VS1,61.4,56,5182,6.79,6.82,4.18,A
12173,1.18,Ideal,J,VS1,61.7,56,5182,6.79,6.82,4.2,A
12174,1.01,Ideal,I,VS1,61.1,54,5182,6.46,6.48,3.95,A
12175,1.18,Ideal,H,SI2,61.2,57,5182,6.81,6.86,4.18,A
12176,0.92,Very Good,G,VVS2,62.3,57,5183,6.19,6.27,3.88,B
12177,1.02,Premium,E,SI1,62.6,58,5183,6.44,6.47,4.05,B
12178,1.2,Very Good,G,SI2,62.1,56,5183,6.79,6.87,4.24,B
12179,1.02,Premium,E,SI1,61.5,58,5183,6.46,6.51,3.99,B
12180,1.02,Good,E,SI1,63.2,61,5183,6.31,6.37,4.01,A
12181,1.06,Premium,G,SI1,62.7,56,5183,6.55,6.46,4.08,B
12182,1.23,Premium,H,SI1,62.1,58,5183,6.85,6.78,4.23,B
12183,1.01,Ideal,F,SI1,62,57,5184,6.38,6.42,3.97,A
12184,1.21,Premium,I,SI2,62.7,55,5184,6.84,6.79,4.27,B
12185,1.21,Premium,G,SI2,59.1,55,5184,7.04,6.98,4.14,B
12186,1.21,Ideal,I,SI2,60.6,56,5184,6.94,6.92,4.2,A
12187,1.01,Fair,E,SI1,56.8,61,5185,6.59,6.62,3.75,A
12188,1.01,Very Good,H,VS2,62,59,5186,6.45,6.48,4.01,B
12189,1.15,Very Good,D,SI2,61.8,61,5186,6.62,6.69,4.11,B
12190,1.09,Premium,D,SI2,60.3,60,5186,6.68,6.61,4.01,B
12191,1.05,Fair,F,SI1,64.6,57,5186,6.39,6.33,4.11,A
12192,1.31,Very Good,I,SI2,59.6,60,5187,7.09,7.17,4.25,B
12193,1.06,Ideal,H,SI1,61.7,56,5188,6.58,6.55,4.05,A
12194,1.01,Ideal,H,SI1,62.1,59,5189,6.38,6.43,3.98,A
12195,1.08,Very Good,E,SI1,63.1,59,5189,6.53,6.49,4.11,B
12196,1.04,Ideal,H,VS2,61,57,5189,6.56,6.53,3.99,A
12197,1.08,Ideal,E,SI1,62.6,57,5189,6.56,6.53,4.1,A
12198,1.01,Premium,H,VS2,61,61,5190,6.47,6.39,3.92,B
12199,1.21,Very Good,H,SI2,62.1,60,5190,6.77,6.82,4.22,B
12200,1.21,Very Good,I,SI1,61.2,62,5190,6.81,6.84,4.18,B
12201,1.18,Premium,G,SI2,61.4,58,5190,6.82,6.77,4.17,B
12202,1.18,Premium,G,SI2,62.5,54,5190,6.81,6.78,4.25,B
12203,1.23,Very Good,I,SI2,62.6,59,5191,6.78,6.86,4.27,B
12204,1.15,Premium,H,VS2,60.2,58,5191,6.86,6.8,4.11,B
12205,1.01,Very Good,G,SI1,63.7,60,5192,6.31,6.35,4.03,B
12206,1.11,Very Good,H,SI1,60.8,60,5192,6.62,6.77,4.07,B
12207,1.11,Very Good,H,SI1,63.2,58,5192,6.53,6.61,4.15,B
12208,1.05,Ideal,G,SI1,61.8,56,5192,6.5,6.54,4.03,A
12209,1.22,Ideal,J,SI1,62.3,55,5192,6.91,6.83,4.28,A
12210,1.22,Very Good,H,SI2,63.1,59,5192,6.81,6.75,4.28,B
12211,1.22,Premium,H,SI2,61.6,59,5192,6.82,6.75,4.18,B
12212,1.15,Very Good,E,SI2,63.1,63,5193,6.63,6.53,4.15,B
12213,1.15,Premium,E,SI2,61.7,59,5193,6.7,6.66,4.12,B
12214,1.13,Premium,H,SI1,62.3,58,5194,6.68,6.67,4.16,B
12215,1.06,Ideal,H,SI1,61.4,55,5194,6.62,6.58,4.05,A
12216,0.9,Very Good,D,VS1,58.9,59,5195,6.22,6.31,3.69,B
12217,1.02,Ideal,F,SI1,60.3,60,5195,6.55,6.51,3.94,A
12218,1.1,Very Good,I,VS1,60.8,58.3,5196,6.63,6.68,4.04,B
12219,1,Premium,F,SI1,62.3,59,5197,6.37,6.43,3.99,B
12220,1,Premium,F,SI1,61.2,58,5197,6.4,6.44,3.93,B
12221,1,Premium,F,SI1,60.3,58,5197,6.43,6.47,3.89,B
12222,1,Ideal,F,SI1,62,57,5197,6.37,6.43,3.97,A
12223,1,Ideal,F,SI1,61.5,57,5197,6.41,6.46,3.96,A
12224,1,Premium,F,SI1,60.7,60,5197,6.36,6.4,3.87,B
12225,1,Premium,F,SI1,61.6,60,5197,6.31,6.41,3.9,B
12226,1,Ideal,F,SI1,61.9,56,5197,6.36,6.41,3.95,A
12227,1.25,Good,I,SI2,63.3,55.8,5197,6.83,6.87,4.34,A
12228,1,Premium,F,SI1,62.7,59,5197,6.36,6.4,4,B
12229,1,Premium,F,SI1,62.6,60,5197,6.3,6.32,3.95,B
12230,1,Very Good,F,SI1,61.6,61,5197,6.3,6.37,3.9,B
12231,1.05,Very Good,G,SI1,61.6,57,5197,6.51,6.54,4.02,B
12232,1.01,Good,H,SI1,59.5,62,5197,6.49,6.55,3.88,A
12233,1.02,Good,D,SI1,57.2,54,5198,6.66,6.62,3.8,A
12234,1.19,Fair,I,SI1,64.9,58,5198,6.64,6.55,4.28,A
12235,1.02,Premium,D,SI2,59.7,60,5198,6.58,6.55,3.92,B
12236,1.02,Very Good,D,SI1,63.2,58,5198,6.41,6.35,4.03,B
12237,1.01,Good,G,VS2,63.1,55,5199,6.36,6.38,4.02,A
12238,1.01,Premium,H,VS1,62.7,58,5199,6.37,6.39,4,B
12239,1.04,Ideal,I,VS1,62.4,57,5199,6.44,6.48,4.03,A
12240,1.1,Ideal,I,SI1,61.6,55,5199,6.66,6.68,4.11,A
12241,1.05,Ideal,H,SI1,61.1,56,5200,6.52,6.58,4,A
12242,1.01,Ideal,H,SI1,60.4,58,5200,6.47,6.5,3.92,A
12243,0.9,Good,E,VS1,62.7,58,5201,6.07,6.12,3.82,A
12244,0.92,Very Good,D,VS1,60.6,61,5202,6.21,6.29,3.79,B
12245,1.01,Premium,F,SI1,62.6,58,5202,6.37,6.32,3.97,B
12246,1.01,Premium,F,SI1,61.7,58,5202,6.44,6.39,3.96,B
12247,2.06,Premium,J,I1,61.2,58,5203,8.1,8.07,4.95,B
12248,1.01,Premium,H,SI1,61.8,59,5204,6.38,6.33,3.93,B
12249,1.01,Very Good,H,VS2,61.6,60,5204,6.46,6.39,3.96,B
12250,1.05,Ideal,G,SI1,59.7,56,5204,6.67,6.64,3.97,A
12251,1.01,Ideal,G,SI1,60.8,56,5204,6.53,6.49,3.96,A
12252,1.01,Premium,G,SI1,60,58,5204,6.54,6.5,3.91,B
12253,1.05,Ideal,D,SI2,61.9,56,5204,6.53,6.5,4.03,A
12254,1.06,Premium,H,VS2,60.8,59,5205,6.55,6.58,3.99,B
12255,1.01,Premium,D,SI2,59.3,59,5206,6.57,6.54,3.89,B
12256,1.16,Ideal,G,SI2,61.5,54,5206,6.75,6.78,4.16,A
12257,1.01,Ideal,E,SI1,61.6,57,5206,6.44,6.49,3.98,A
12258,1.03,Ideal,I,VS1,60.9,56,5206,6.52,6.59,3.99,A
12259,1.01,Ideal,D,SI2,62.5,57,5206,6.39,6.35,3.98,A
12260,1.26,Premium,I,SI2,60.1,59,5207,7.03,6.99,4.21,B
12261,1.07,Ideal,I,VS1,62,57,5207,6.5,6.56,4.05,A
12262,1.16,Ideal,I,VS2,61.5,57,5207,6.75,6.78,4.16,A
12263,0.77,Ideal,D,VVS2,62.3,57,5207,5.83,5.85,3.64,A
12264,1.26,Premium,J,SI1,61.7,58,5207,6.99,6.91,4.29,B
12265,1,Premium,H,VS2,59.3,61,5208,6.47,6.45,3.83,B
12266,1.5,Good,H,SI2,64,61,5208,7.18,7.14,4.58,A
12267,1.5,Good,H,SI2,64,61,5208,7.18,7.14,4.58,A
12268,1.24,Fair,H,SI2,65,54,5208,6.76,6.73,4.38,A
12269,1.24,Premium,I,SI1,62.9,60,5208,6.8,6.74,4.26,B
12270,1,Good,H,VS2,56.9,63,5208,6.6,6.57,3.75,A
12271,1.23,Premium,J,VS1,60.1,60,5209,6.9,6.95,4.16,B
12272,1.29,Very Good,J,SI1,61.2,58,5209,6.97,7.02,4.28,B
12273,1.01,Premium,D,SI1,61.7,59,5210,6.4,6.43,3.96,B
12274,0.92,Very Good,E,VS1,61.3,57,5210,6.22,6.27,3.83,B
12275,1.21,Very Good,J,VS2,61.5,58,5211,6.85,6.9,4.23,B
12276,1.26,Good,J,VS2,63.2,57.3,5211,6.81,6.86,4.32,A
12277,1.2,Very Good,H,SI2,58.8,61,5211,6.94,6.98,4.09,B
12278,1.2,Very Good,I,SI1,62.9,57,5211,6.73,6.78,4.25,B
12279,1.2,Good,I,SI1,62.3,58,5211,6.66,6.72,4.17,A
12280,1.2,Good,I,SI1,63.9,56,5211,6.62,6.69,4.25,A
12281,1,Fair,E,SI1,57.4,62,5212,6.54,6.59,3.77,A
12282,0.91,Ideal,F,VS2,62.8,57,5214,6.18,6.2,3.89,A
12283,1.33,Premium,H,SI2,61.9,58,5214,7.07,7.01,4.36,B
12284,1.36,Very Good,J,SI2,62.6,58,5215,7,7.12,4.42,B
12285,1.01,Ideal,F,SI1,59.9,60,5215,6.59,6.53,3.93,A
12286,1.01,Very Good,E,SI1,62,61,5216,6.38,6.42,3.97,B
12287,1.15,Ideal,I,SI2,61.3,57,5216,6.78,6.71,4.13,A
12288,1.23,Very Good,J,VS2,62.9,58,5217,6.75,6.83,4.27,B
12289,1.02,Very Good,H,VS2,62.5,56,5217,6.42,6.45,4.02,B
12290,1.02,Premium,H,VS2,62.5,60,5217,6.38,6.43,4,B
12291,1.02,Premium,H,VS2,61.2,58,5217,6.47,6.5,3.97,B
12292,1.23,Ideal,J,VS2,61.5,57,5217,6.9,6.95,4.26,A
12293,1.21,Premium,H,SI2,61.9,55,5218,6.84,6.79,4.22,B
12294,1.21,Premium,H,SI2,61.9,55,5218,6.84,6.79,4.22,B
12295,0.9,Very Good,F,VS2,61.8,57,5218,6.16,6.23,3.83,B
12296,1.1,Very Good,F,VS2,63.5,55,5218,6.58,6.52,4.16,B
12297,1.21,Premium,H,SI2,60.9,61,5218,6.88,6.82,4.17,B
12298,1.21,Ideal,I,SI1,62.4,55,5218,6.81,6.78,4.24,A
12299,1.21,Premium,I,SI1,62.8,57,5218,6.74,6.67,4.21,B
12300,1.09,Premium,H,SI1,61.6,57,5219,6.63,6.59,4.07,B
12301,1.09,Premium,H,SI1,62.4,59,5219,6.53,6.48,4.06,B
12302,1,Good,H,VS1,61.8,61,5219,6.4,6.31,3.93,A
12303,1.02,Good,D,SI1,61,63,5219,6.48,6.54,3.97,A
12304,1.09,Ideal,H,SI1,62.3,55,5219,6.61,6.58,4.11,A
12305,1.09,Ideal,H,SI1,61.1,57,5219,6.71,6.62,4.07,A
12306,1.09,Ideal,H,SI1,61.1,57,5219,6.69,6.6,4.1,A
12307,1.09,Ideal,H,SI1,62.5,56,5219,6.58,6.53,4.1,A
12308,1.13,Premium,E,SI2,60.4,59,5220,6.7,6.75,4.06,B
12309,1.13,Very Good,I,VS1,61.7,54,5220,6.71,6.74,4.15,B
12310,1.07,Ideal,H,SI1,62.1,57,5220,6.5,6.55,4.05,A
12311,1.04,Ideal,F,SI1,61.4,59,5220,6.46,6.5,3.98,A
12312,1.2,Very Good,H,SI2,63.5,57,5221,6.67,6.71,4.25,B
12313,1.24,Ideal,I,SI2,61.9,57,5221,6.87,6.92,4.27,A
12314,1,Premium,F,SI1,62.3,59,5221,6.44,6.36,3.99,B
12315,1,Ideal,F,SI1,62.7,57,5221,6.44,6.38,4.02,A
12316,1.11,Good,I,VVS2,60.1,64,5221,6.73,6.62,4.02,A
12317,1.02,Very Good,F,SI1,62.2,56,5222,6.39,6.43,3.99,B
12318,0.9,Ideal,H,VS1,62.2,56,5222,6.16,6.18,3.84,A
12319,1.28,Very Good,F,SI2,62.5,55,5223,6.91,7,4.35,B
12320,1.06,Ideal,E,SI2,62.2,55,5223,6.51,6.54,4.06,A
12321,1.04,Premium,G,SI1,62.7,59,5223,6.47,6.41,4.04,B
12322,1.15,Ideal,G,SI1,61.7,56,5224,6.72,6.76,4.16,A
12323,1.01,Very Good,E,SI1,59.5,60,5224,6.49,6.55,3.88,B
12324,1.01,Very Good,E,SI1,62.3,60,5224,6.36,6.39,3.97,B
12325,1.01,Very Good,E,SI1,59.9,59,5224,6.46,6.49,3.88,B
12326,1.27,Very Good,J,SI1,60.9,59,5224,6.96,7.04,4.26,B
12327,0.91,Good,F,VVS2,62.6,61,5225,6.12,6.19,3.85,A
12328,1.2,Very Good,J,VS1,62.9,60,5226,6.64,6.69,4.19,B
12329,1.21,Ideal,G,SI2,62.1,57,5226,6.8,6.85,4.24,A
12330,1.1,Very Good,D,SI2,61.6,57,5226,6.61,6.67,4.09,B
12331,1.2,Very Good,I,SI1,61.2,62,5226,6.75,6.84,4.16,B
12332,1.01,Good,E,SI1,63.6,60,5226,6.38,6.32,4.04,A
12333,1.01,Very Good,E,SI1,63.4,60,5226,6.34,6.3,4.01,B
12334,1.01,Good,E,SI1,63.7,58,5226,6.36,6.32,4.04,A
12335,1.01,Premium,E,SI1,59,59,5226,6.6,6.56,3.88,B
12336,1.22,Premium,I,SI2,62.5,58,5226,6.8,6.76,4.24,B
12337,1.1,Ideal,G,SI1,62.3,56,5226,6.64,6.58,4.12,A
12338,1.22,Premium,G,SI2,61.6,62,5226,6.79,6.75,4.17,B
12339,1.22,Ideal,I,SI2,61.3,57,5226,6.91,6.85,4.22,A
12340,1.02,Premium,G,SI1,58.9,59,5226,6.59,6.55,3.87,B
12341,1.01,Premium,E,SI1,60.5,62,5226,6.5,6.46,3.92,B
12342,0.9,Ideal,D,SI1,61.2,55,5226,6.25,6.21,3.81,A
12343,1.01,Premium,E,SI1,62.8,60,5226,6.39,6.38,4.01,B
12344,1.01,Very Good,F,VS2,63.1,57,5226,6.39,6.29,4,B
12345,1.01,Fair,F,VS2,64.5,58,5226,6.28,6.18,4.02,A
12346,1.01,Very Good,E,SI1,63.1,58,5226,6.4,6.31,4.01,B
12347,1,Very Good,G,VS2,62.8,57,5227,6.33,6.37,3.99,B
12348,1,Very Good,D,SI2,60.5,60,5227,6.41,6.44,3.89,B
12349,1.05,Premium,H,SI1,61.3,58,5228,6.52,6.47,3.98,B
12350,1.14,Premium,F,SI1,62.5,59,5228,6.67,6.65,4.16,B
12351,0.91,Premium,E,VS1,62.9,56,5228,6.21,6.13,3.88,B
12352,1.01,Very Good,E,SI1,62.4,58,5229,6.36,6.4,3.99,B
12353,1.04,Ideal,I,VS1,61.8,56,5229,6.49,6.51,4.02,A
12354,1.01,Good,H,VS2,60.8,61,5229,6.43,6.5,3.93,A
12355,1.24,Very Good,H,SI2,61,59,5231,6.93,7,4.25,B
12356,1.04,Very Good,E,SI1,60.8,60,5231,6.49,6.56,3.97,B
12357,1.01,Very Good,G,SI1,62.7,58,5231,6.35,6.4,4,B
12358,1.24,Very Good,J,SI1,60,59,5231,6.99,7.04,4.21,B
12359,1.01,Ideal,I,VS1,60.3,57,5231,6.51,6.53,3.93,A
12360,1.11,Ideal,G,SI2,60.7,59,5231,6.72,6.76,4.09,A
12361,0.26,Very Good,E,VVS2,63,58,597,4,4.03,2.53,B
12362,0.26,Very Good,E,VVS2,61.5,58,597,4.08,4.12,2.52,B
12363,0.26,Very Good,E,VVS2,62.6,58,597,4.07,4.11,2.56,B
12364,0.26,Very Good,D,VVS2,59.1,59,597,4.21,4.28,2.51,B
12365,0.26,Very Good,D,VVS2,60.4,59,597,4.15,4.19,2.52,B
12366,0.26,Very Good,F,VVS1,58.7,58,597,4.24,4.25,2.49,B
12367,0.26,Very Good,F,VVS1,62,59,597,4.08,4.15,2.55,B
12368,0.26,Very Good,E,VVS1,61.4,58,597,4.12,4.15,2.54,B
12369,0.26,Very Good,E,VVS1,59.9,58,597,4.17,4.18,2.5,B
12370,0.26,Ideal,E,VVS2,61.6,57,597,4.13,4.18,2.56,A
12371,0.26,Ideal,E,VVS2,60.7,56,597,4.13,4.17,2.52,A
12372,0.4,Ideal,F,SI2,62.5,53,597,4.71,4.76,2.96,A
12373,0.4,Ideal,F,SI2,62,57,597,4.7,4.72,2.92,A
12374,0.4,Ideal,F,SI2,62.8,55,597,4.7,4.73,2.96,A
12375,0.4,Ideal,F,SI2,62.1,53,597,4.76,4.78,2.96,A
12376,0.36,Ideal,E,SI1,60.9,57,597,4.58,4.62,2.8,A
12377,0.26,Good,E,VVS1,59.4,61,597,4.13,4.15,2.46,A
12378,0.26,Good,E,IF,59.6,61,597,4.13,4.16,2.47,A
12379,0.36,Ideal,J,SI1,61.6,56,597,4.61,4.58,2.83,A
12380,0.39,Very Good,G,SI2,63.2,57,597,4.65,4.57,2.92,B
12381,0.3,Very Good,G,VVS2,60.4,59,598,4.33,4.35,2.62,B
12382,0.35,Ideal,I,VVS2,62,54,598,4.54,4.56,2.82,A
12383,0.35,Ideal,I,VVS2,61.5,55,598,4.56,4.58,2.81,A
12384,0.35,Ideal,I,VVS2,61.5,55,598,4.53,4.57,2.8,A
12385,0.4,Ideal,J,VS2,62.3,55,598,4.72,4.75,2.95,A
12386,0.33,Ideal,G,VS2,61.3,57,598,4.45,4.49,2.74,A
12387,0.28,Ideal,E,VS2,61.5,56,598,4.22,4.24,2.6,A
12388,0.33,Ideal,H,VS1,61.9,55,598,4.46,4.49,2.77,A
12389,0.28,Ideal,F,VS1,60.2,56,598,4.3,4.31,2.59,A
12390,0.28,Ideal,F,VS1,62,57,598,4.19,4.23,2.61,A
12391,1.02,Very Good,E,SI1,58.9,58,5232,6.51,6.54,3.84,B
